Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
GPU,,Nvidia,GTX 1080 (Mobile),36,95.9,11229,https://gpu.userbenchmark.com/SpeedTest/165564/NVIDIA-GeForce-GTX-1080
GPU,,Nvidia,RTX 2070S (Super Mobile),37,95.5,2318,https://gpu.userbenchmark.com/SpeedTest/1164515/NVIDIA-GeForce-RTX-2070-Super
GPU,,Nvidia,Quadro RTX 4000,38,95,3236,https://gpu.userbenchmark.com/SpeedTest/716215/NVIDIA-Quadro-RTX-4000
GPU,,AMD,RX Vega-64,39,94.9,55080,https://gpu.userbenchmark.com/AMD-RX-Vega-64/Rating/3933
GPU,GV-RXVEGA64-8GD-B,AMD,Gigabyte RX Vega 64 8GB,39,94.9,55080,https://gpu.userbenchmark.com/AMD-RX-Vega-64/Rating/3933
GPU,RX-VEGMTBFX6,AMD,XFX RX Vega 64 8GB,39,94.9,55080,https://gpu.userbenchmark.com/AMD-RX-Vega-64/Rating/3933
GPU,21275-02-20G,AMD,Sapphire RX Vega 64 8GB,39,94.9,55080,https://gpu.userbenchmark.com/AMD-RX-Vega-64/Rating/3933
GPU,ROG-STRIX-RXVEGA64-O8G-GAMING,Asus,Asus RX Vega 64 8GB ROG Strix Gaming,39,94.9,55080,https://gpu.userbenchmark.com/AMD-RX-Vega-64/Rating/3933
GPU,GV-RXVEGA64GAMING OC-8GD,Gigabyte,Gigabyte RX Vega 64 8GB Gaming OC,39,94.9,55080,https://gpu.userbenchmark.com/AMD-RX-Vega-64/Rating/3933
GPU,RX VEGA 64 AIR BOOST 8G OC,MSI,MSI RX Vega 64 8GB Gaming Air Boost,39,94.9,55080,https://gpu.userbenchmark.com/AMD-RX-Vega-64/Rating/3933
GPU,,Nvidia,Quadro P5000,40,93.4,6124,https://gpu.userbenchmark.com/SpeedTest/197331/NVIDIA-Quadro-P5000
GPU,,Nvidia,RTX 2070 (Mobile),41,91.5,10124,https://gpu.userbenchmark.com/SpeedTest/694798/NVIDIA-GeForce-RTX-2070
GPU,,AMD,RX 5700,42,90.4,48214,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,AXRX 5700 8GBD6-M3DH,AMD,PowerColor RX 5700 8GB,42,90.4,48214,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,21294-01-20G,AMD,Sapphire RX 5700 8GB,42,90.4,48214,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,RX-57XL8MFG6,AMD,XFX RX 5700 8GB,42,90.4,48214,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,R5700XT8,AMD,MSI RX 5700 8GB,42,90.4,48214,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,11294-01-20G,Sapphire,Sapphire RX 5700 8GB Pulse,42,90.4,48214,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,R5700MHC,MSI,MSI RX 5700 8GB Mech,42,90.4,48214,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,11294-01-20G,Sapphire,Sapphire RX 5700 8GB Pulse,42,90.4,48214,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,AXRX 5700 8GBD6-3DHE/OC,PowerColor,PowerColor RX 5700 8GB Red Devil,42,90.4,48214,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,RX-57XL8LBD6,XFX,XFX RX 5700 8GB DD Ultra,42,90.4,48214,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,GV-R57GAMING OC-8GD,Gigabyte,Gigabyte RX 5700 8GB Gaming OC,42,90.4,48214,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,RX 5700 Evoke OC,MSI,MSI RX 5700 8GB Evoke OC,42,90.4,48214,https://gpu.userbenchmark.com/AMD-RX-5700/Rating/4046
GPU,,AMD,Vega Frontier Edition,43,90.2,1440,https://gpu.userbenchmark.com/AMD-Vega-Frontier-Edition/Rating/3929
GPU,100-506061,AMD,Radeon Vega Frontier Edition Air,43,90.2,1440,https://gpu.userbenchmark.com/AMD-Vega-Frontier-Edition/Rating/3929
GPU,,AMD,RX 5600-XT,44,89.3,59154,https://gpu.userbenchmark.com/AMD-RX-5600-XT/Rating/4062
GPU,11296-01-20G,Sapphire,Sapphire RX 5600 XT 6GB Pulse,44,89.3,59154,https://gpu.userbenchmark.com/AMD-RX-5600-XT/Rating/4062
GPU,AXRX 5600XT 6GBD6-3DHE/OC,PowerColor,PowerColor RX 5600 XT 6GB Red Devil,44,89.3,59154,https://gpu.userbenchmark.com/AMD-RX-5600-XT/Rating/4062
GPU,RX-56XT6DFD6,XFX,XFX RX 5600 XT 6GB Thicc II PRO,44,89.3,59154,https://gpu.userbenchmark.com/AMD-RX-5600-XT/Rating/4062
GPU,RX-56XT6DF46,XFX,XFX RX 5600 XT 6GB Thicc II PRO,44,89.3,59154,https://gpu.userbenchmark.com/AMD-RX-5600-XT/Rating/4062
GPU,GV-R56XTGAMING OC-6GD,Gigabyte,Gigabyte RX 5600 XT 6GB Gaming OC,44,89.3,59154,https://gpu.userbenchmark.com/AMD-RX-5600-XT/Rating/4062
GPU,GV-R56XTWF2OC-6GD,Gigabyte,Gigabyte RX 5600 XT 6GB Windforce OC,44,89.3,59154,https://gpu.userbenchmark.com/AMD-RX-5600-XT/Rating/4062
GPU,Radeon RX 5600 XT GAMING MX,MSI,MSI RX 5600 XT 6GB Gaming MX,44,89.3,59154,https://gpu.userbenchmark.com/AMD-RX-5600-XT/Rating/4062
GPU,,Nvidia,RTX 2080 (Mobile Max-Q),45,89.2,4187,https://gpu.userbenchmark.com/SpeedTest/704710/NVIDIA-GeForce-RTX-2080-with-Max-Q-Design
GPU,,Nvidia,RTX 2060,46,89.1,340442,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,RTX 2060 VENTUS 6G OC,MSI,MSI RTX 2060 6GB Ventus,46,89.1,340442,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,ZT-T20600F-10M,Zotac,Zotac RTX 2060 6GB Twin,46,89.1,340442,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,GV-N2060GAMING OC-6GD,Gigabyte,Gigabyte RTX 2060 6GB Gaming OC,46,89.1,340442,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,06G-P4-2167-KR,EVGA,EVGA RTX 2060 6GB XC Ultra Gaming,46,89.1,340442,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,GV-N2060WF2OC-6GD,Gigabyte,Gigabyte RTX 2060 6GB Windforce OC,46,89.1,340442,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,RTX 2060 Gaming Z 6G,MSI,MSI RTX 2060 6GB Gaming Z,46,89.1,340442,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,ROG-STRIX-RTX2060-O6G-GAMING,Asus,Asus RTX 2060 6GB ROG STRIX,46,89.1,340442,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,GV-N2060GAMINGOC PRO-6GD,Gigabyte,Gigabyte RTX 2060 6GB Gaming OC Pro ,46,89.1,340442,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,06G-P4-2060-KR,EVGA,EVGA RTX 2060 6GB Gaming,46,89.1,340442,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,06G-P4-2068-KR,EVGA,EVGA RTX 2060 KO 6GB Ultra Gaming,46,89.1,340442,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,06G-P4-2066-KR,EVGA,EVGA RTX 2060 KO 6GB Gaming,46,89.1,340442,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,RTX 2060 VENTUS XS 6G OC,MSI,MSI RTX 2060 6GB Ventus XS,46,89.1,340442,https://gpu.userbenchmark.com/Nvidia-RTX-2060/Rating/4034
GPU,,Nvidia,RTX 2070S (Super Mobile Max-Q),47,85.5,1053,https://gpu.userbenchmark.com/SpeedTest/1168355/NVIDIA-GeForce-RTX-2070-Super-with-Max-Q-Design
GPU,,AMD,RX Vega-56,48,84.2,77876,https://gpu.userbenchmark.com/AMD-RX-Vega-56/Rating/3938
GPU,21276-00-20G,AMD,Sapphire RX Vega 56 8GB,48,84.2,77876,https://gpu.userbenchmark.com/AMD-RX-Vega-56/Rating/3938
GPU,RX-VEGMLBFX6,AMD,XFX RX Vega 56 8GB,48,84.2,77876,https://gpu.userbenchmark.com/AMD-RX-Vega-56/Rating/3938
GPU,GV-RXVEGA56-8GD-B,AMD,Gigabyte RX Vega 56 8GB,48,84.2,77876,https://gpu.userbenchmark.com/AMD-RX-Vega-56/Rating/3938
GPU,RX Vega 56 Air Boost 8G OC,MSI,MSI RX Vega 56 8GB Gaming Air Boost,48,84.2,77876,https://gpu.userbenchmark.com/AMD-RX-Vega-56/Rating/3938
GPU,GV-RXVEGA56GAMING OC-8GD,Gigabyte,Gigabyte RX Vega 56 8GB OC,48,84.2,77876,https://gpu.userbenchmark.com/AMD-RX-Vega-56/Rating/3938
GPU,11276-02-40G,Sapphire,Sapphire RX Vega 56 8GB Pulse,48,84.2,77876,https://gpu.userbenchmark.com/AMD-RX-Vega-56/Rating/3938
GPU,90-GA0900-00UANF,ASRock,ASRock RX Vega 56 8GB Phantom Gaming X,48,84.2,77876,https://gpu.userbenchmark.com/AMD-RX-Vega-56/Rating/3938
GPU,,Nvidia,GTX 1070,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GTX1070-8G,Asus,ASUS GTX 1070 8GB Founders Edition,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,ZT-P10700A-10P,Nvidia,ZOTAC GTX 1070 8GB Founders Edition ,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,VCGGTX10708PB-CG,Nvidia,PNY GTX 1070 8GB Founders Edition,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GV-N1070D5-8GD-B,Nvidia,Gigabyte GTX 1070 8GB Founders Edition,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,MSI GeForce GTX 1070 Founders Edition,Nvidia,MSI GTX 1070 Founders Edition,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-6170-KR,EVGA,EVGA GTX 1070 8GB Founders Edition,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GeForce GTX 1070 GAMING X 8G,MSI,MSI GTX 1070 8GB GAMING X,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GTX 1070 GAMING X 8G,MSI,MSI GTX 1070 8GB GAMING X,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GV-N1070G1 GAMING-8GD,Gigabyte,Gigabyte GTX 1070 8GB G1 Gaming,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GeForce GTX 1070 ARMOR 8G OC,MSI,MSI GTX 1070 8GB ARMOR OC,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-6173-KR,EVGA,EVGA GTX 1070 8GB SC GAMING,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,STRIX-GTX1070-O8G-GAMING,Asus,Asus GTX 1070 8GB STRIX OC,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-6276-KR,EVGA,EVGA GTX 1070 8GB FTW Gaming,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,STRIX-GTX1070-8G-GAMING,Asus,Asus GTX 1070 8GB STRIX,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,ZT-P10700B-10P,Zotac,Zotac GTX 1070 8GB AMP! Extreme,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GV-N1070WF2OC-8GD,Gigabyte,Gigabyte GTX 1070 8GB Windforce OC,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GeForce GTX 1070 GAMING 8G,MSI,MSI GTX 1070 8GB Gaming,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,DUAL-GTX1070-O8G,Asus,Asus GTX 1070 8GB Dual OC,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-5173-KR,EVGA,EVGA GTX 1070 8GB SC Gaming ACX 3.0,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-6171-KR,EVGA,EVGA GTX 1070 8GB Gaming ACX 3.0,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-6274-KR,EVGA,EVGA GTX 1070 8GB FTW DT Gaming,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,426018336-3682,Gainward,Gainward GTX 1070 8GB Phoenix GS,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GV-N1070XTREME-8GD,Gigabyte,Gigabyte GTX 1070 8GB XTREME,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,TURBO-GTX1070-8G,Asus,Asus GTX 1070 8GB Turbo,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GeForce GTX 1070 SEA HAWK X,MSI,MSI GTX 1070 8GB SEA HAWK X,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,GV-N1070IXOC-8GD,Gigabyte,Gigabyte GTX 1070 8GB Mini ITX OC,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,08G-P4-6676-KR,EVGA,EVGA GTX 1070 8GB FTW2,49,80.2,1052553,https://gpu.userbenchmark.com/Nvidia-GTX-1070/Rating/3609
GPU,,Nvidia,GTX 980-Ti,50,80.2,163547,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,06G-P4-4995-KR,EVGA,EVGA GTX 980 Ti 6GB ACX SC+ ACX 2.0+ w/BP,50,80.2,163547,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,06G-P4-4992-KR,EVGA,EVGA GTX 980 Ti 6GB SC,50,80.2,163547,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,GTX980TI-6GD5,Asus,ASUS GTX 980 Ti 6GB,50,80.2,163547,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,GTX 980TI GAMING 6G,MSI,MSI GTX 980 Ti 6GB Gaming,50,80.2,163547,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,GV-N98TG1 GAMING-6GD,Gigabyte,Gigabyte GTX 980 Ti 6GB GV-N98TG1,50,80.2,163547,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,GV-N98TWF3OC-6GD,Gigabyte,Gigabyte GTX 980 Ti 6GB Windforce 3X OC,50,80.2,163547,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,GTX 980Ti GAMING 6G GOLDEN EDITION,MSI,MSI GTX 980 TI 6GB OC GOLDEN LE,50,80.2,163547,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,06G-P4-0998-KR,EVGA,EVGA GTX 980 Ti 6GB Classified Gaming ACX 2.0+,50,80.2,163547,https://gpu.userbenchmark.com/Nvidia-GTX-980-Ti/Rating/3439
GPU,,Nvidia,RTX 2070 (Mobile Max-Q),51,79.9,6729,https://gpu.userbenchmark.com/SpeedTest/703511/NVIDIA-GeForce-RTX-2070-with-Max-Q-Design
GPU,,Nvidia,GTX 1080 (Mobile Max-Q),52,78.3,2410,https://gpu.userbenchmark.com/SpeedTest/308045/NVIDIA-GeForce-GTX-1080-with-Max-Q-Design
GPU,,Nvidia,GTX Titan X,53,78.2,12656,https://gpu.userbenchmark.com/Nvidia-GTX-Titan-X/Rating/3282
GPU,12G-P4-2992-KR,EVGA,EVGA GTX TITAN X 12GB SC,53,78.2,12656,https://gpu.userbenchmark.com/Nvidia-GTX-Titan-X/Rating/3282
GPU,GTXTITANX-12GD5,Asus,ASUS GTX TITAN X 12GB,53,78.2,12656,https://gpu.userbenchmark.com/Nvidia-GTX-Titan-X/Rating/3282
GPU,12G-P4-2990-KR,EVGA,EVGA GTX TITAN X 12GB,53,78.2,12656,https://gpu.userbenchmark.com/Nvidia-GTX-Titan-X/Rating/3282
GPU,,Nvidia,GTX 1660-Ti,54,76.6,185348,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,GTX 1660 TI VENTUS XS 6G OC,MSI,MSI GTX 1660 Ti 6GB Ventus XS OC,54,76.6,185348,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,06G-P4-1261-KR,EVGA,EVGA GTX 1660 Ti 6GB Black Gaming,54,76.6,185348,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,GTX 1660 TI GAMING X 6G,MSI,MSI GTX 1660 Ti 6GB Gaming X,54,76.6,185348,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,DUAL-GTX1660TI-O6G,Asus,Asus GTX 1660 Ti 6GB Dual,54,76.6,185348,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,06G-P4-1263-KR,EVGA,EVGA GTX 1660 Ti 6GB XC Gaming,54,76.6,185348,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,GV-N166TWF2OC-6GD,Gigabyte,Gigabyte GTX 1660 Ti 6GB Windforce OC,54,76.6,185348,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,GV-N166TOC-6GD,Gigabyte,Gigabyte GTX 1660 Ti 6GB OC,54,76.6,185348,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,PH-GTX1660TI-O6G,Asus,Asus GTX 1660 Ti 6GB Phoenix,54,76.6,185348,https://gpu.userbenchmark.com/Nvidia-GTX-1660-Ti/Rating/4037
GPU,,Nvidia,Quadro M6000 24GB,55,75.2,225,https://gpu.userbenchmark.com/SpeedTest/145751/NVIDIA-Quadro-M6000-24GB
GPU,,Nvidia,Quadro M6000,56,74.7,348,https://gpu.userbenchmark.com/SpeedTest/36278/NVIDIA-Quadro-M6000
GPU,,Nvidia,GTX 1070 (Mobile),57,71.5,67673,https://gpu.userbenchmark.com/SpeedTest/164129/NVIDIA-GeForce-GTX-1070
GPU,,Nvidia,GTX 1660S (Super),58,71.3,208435,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,GTX 1660 Super Ventus XS OC,MSI,MSI GTX 1660 Super 6GB Ventus XS OC,58,71.3,208435,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,GV-N166SOC-6GD,Gigabyte,Gigabyte GTX 1660 Super 6GB OC,58,71.3,208435,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,06G-P4-1068-KR,EVGA,EVGA GTX 1660 Super 6GB SC Ultra Gaming,58,71.3,208435,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,ZT-T16620F-10L,Zotac,Zotac GTX 1660 Super 6GB Compact,58,71.3,208435,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,GTX 1660 Super Gaming X,MSI,MSI GTX 1660 Super 6GB Gaming X,58,71.3,208435,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,DUAL-GTX1660S-O6G-EVO,Asus,Asus GTX 1660 Super 6GB Dual Evo,58,71.3,208435,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,TUF-GTX1660S-O6G-GAMING,Asus,Asus GTX 1660 Super 6GB TUF Gaming,58,71.3,208435,https://gpu.userbenchmark.com/Nvidia-GTX-1660S-Super/Rating/4056
GPU,,Nvidia,RTX 2060 (Mobile),59,71,52107,https://gpu.userbenchmark.com/SpeedTest/701609/NVIDIA-GeForce-RTX-2060
GPU,,AMD,R9 Fury-X,60,69.1,2567,https://gpu.userbenchmark.com/AMD-R9-Fury-X/Rating/3498
GPU,R9-FURY-4QFA,AMD,XFX R9 FURY X 4GB,60,69.1,2567,https://gpu.userbenchmark.com/AMD-R9-Fury-X/Rating/3498
GPU,21246-00-40G,AMD,Sapphire R9 Fury X 4GB ,60,69.1,2567,https://gpu.userbenchmark.com/AMD-R9-Fury-X/Rating/3498
GPU,GV-R9FURYX-4GD-B,AMD,Gigabyte R9 Fury X 4GB,60,69.1,2567,https://gpu.userbenchmark.com/AMD-R9-Fury-X/Rating/3498
GPU,,Nvidia,GTX 1660,61,68.8,123971,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,GV-N1660OC-6GD,Gigabyte,Gigabyte GTX 1660 6GB OC,61,68.8,123971,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,06G-P4-1167-KR,EVGA,EVGA GTX 1660 6GB XC Ultra Gaming,61,68.8,123971,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,GTX 1660 Ventus XS 6G OC,MSI,MSI GTX 1660 6GB Ventus XS OC,61,68.8,123971,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,GTX 1660 Gaming X 6G,MSI,MSI GTX 1660 6GB Gaming X,61,68.8,123971,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,06G-P4-1161-KR,EVGA,EVGA GTX 1660 6GB XC Black,61,68.8,123971,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,PH-GTX1660-O6G,Asus,Asus GTX 1660 6GB Phoenix,61,68.8,123971,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,GV-N1660GAMING OC-6GD,Gigabyte,Gigabyte GTX 1660 6GB Gaming OC,61,68.8,123971,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,ZT-T16600F-10L,Zotac,Zotac GTX 1660 6GB Compact,61,68.8,123971,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,ZT-T16600K-10M,Zotac,Zotac GTX 1660 6GB Gaming Compact,61,68.8,123971,https://gpu.userbenchmark.com/Nvidia-GTX-1660/Rating/4038
GPU,,Nvidia,Quadro P4000,62,67.3,8376,https://gpu.userbenchmark.com/SpeedTest/250990/NVIDIA-Quadro-P4000
GPU,,Nvidia,Quadro P5000-M (Mobile),63,66.9,500,https://gpu.userbenchmark.com/SpeedTest/249248/NVIDIA-Quadro-P5000
GPU,,Nvidia,GTX 1660-Ti (Mobile),64,65.2,42887,https://gpu.userbenchmark.com/SpeedTest/776281/NVIDIA-GeForce-GTX-1660-Ti
GPU,,AMD,R9 Fury,65,63.5,12898,https://gpu.userbenchmark.com/AMD-R9-Fury/Rating/3509
GPU,11247-00-40G,Sapphire,Sapphire R9 Fury 4GB TRI-X OC,65,63.5,12898,https://gpu.userbenchmark.com/AMD-R9-Fury/Rating/3509
GPU,100379NTOC+SR,Sapphire,Sapphire R9 Fury 4GB TRI-X OC,65,63.5,12898,https://gpu.userbenchmark.com/AMD-R9-Fury/Rating/3509
GPU,STRIX-R9FURY-DC3-4G-GAMING,Asus,Asus R9 Fury 4GB Gaming,65,63.5,12898,https://gpu.userbenchmark.com/AMD-R9-Fury/Rating/3509
GPU,R9-FURY-4TF9,XFX,XFX R9 Fury 4GB,65,63.5,12898,https://gpu.userbenchmark.com/AMD-R9-Fury/Rating/3509
GPU,11247-03-40G,Sapphire,Sapphire R9 Fury 4GB NITRO,65,63.5,12898,https://gpu.userbenchmark.com/AMD-R9-Fury/Rating/3509
GPU,,AMD,RX 590,66,60.9,73904,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,RX-590P8DFD6,XFX,XFX RX 590 8GB Fatboy OC+,66,60.9,73904,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,11289-01-20G,Sapphire,Sapphire RX 590 8GB Nitro+,66,60.9,73904,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,AXRX 590 8GBD5-DHD,PowerColor,PowerColor RX 590 8GB Red Dragon,66,60.9,73904,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,AXRX 590 8GBD5-3DH/OC,PowerColor,PowerColor RX 590 8GB Red Devil,66,60.9,73904,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,RADEON RX 590 ARMOR 8G OC,MSI,MSI RX 590 8GB Armor OC,66,60.9,73904,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,GV-RX590GAMING-8GD,Gigabyte,Gigabyte RX 590 8GB Gaming,66,60.9,73904,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,11289-06-20G,Sapphire,Sapphire RX 590 8GB Pulse,66,60.9,73904,https://gpu.userbenchmark.com/AMD-RX-590/Rating/4033
GPU,,Nvidia,GTX 980,67,60.7,132641,https://gpu.userbenchmark.com/Nvidia-GTX-980/Rating/2576
GPU,04G-P4-2983-KR,EVGA,EVGA GTX 980 4GB SC ACX 2.0,67,60.7,132641,https://gpu.userbenchmark.com/Nvidia-GTX-980/Rating/2576
GPU,GTX 980 GAMING 4G,MSI,MSI GTX 980 4GB GAMING,67,60.7,132641,https://gpu.userbenchmark.com/Nvidia-GTX-980/Rating/2576
GPU,STRIX-GTX980-DC2OC-4GD5,Asus,ASUS GTX 980 4GB STRIX OC,67,60.7,132641,https://gpu.userbenchmark.com/Nvidia-GTX-980/Rating/2576
GPU,,Nvidia,GTX 1070 (Mobile Max-Q),68,60.6,5821,https://gpu.userbenchmark.com/SpeedTest/301524/NVIDIA-GeForce-GTX-1070-with-Max-Q-Design
GPU,,Nvidia,GTX 1650S (Super),69,60.1,72707,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,ZT-T16510F-10L,Zotac,Zotac GTX 1650 Super 4GB Gaming,69,60.1,72707,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,TUF-GTX1650S-O4G-GAMING,Asus,Asus GTX 1650 Super 4GB TUF Gaming,69,60.1,72707,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,04G-P4-1357-KR,EVGA,EVGA GTX 1650 Super 4GB SC Ultra,69,60.1,72707,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
GPU,GTX 1650 Super Ventus XS OC,MSI,MSI GTX 1650 Super 4GB Ventus XS,69,60.1,72707,https://gpu.userbenchmark.com/Nvidia-GTX-1650S-Super/Rating/4058
